external_gene_name;transcript_id;Isoform_id;gene_id;uniprotswissprot
ZBTB25;ENST00000608382;;ENSG00000089775;P24278
ZBTB25;ENST00000394715;;ENSG00000089775;P24278
GPT;ENST00000528431;;ENSG00000167701;P24298
GPT;ENST00000394955;;ENSG00000167701;P24298
COX7A1;ENST00000292907;;ENSG00000161281;P24310
COX7B;ENST00000650309;;ENSG00000131174;P24311
MMP11;ENST00000612388;;ENSG00000275365;P24347
MMP11;ENST00000215743;;ENSG00000099953;P24347
CCND1;ENST00000227507;;ENSG00000110092;P24385
CHM;ENST00000357749;P24386-1;ENSG00000188419;P24386
CHM;ENST00000615443;P24386-2;ENSG00000188419;P24386
CRHBP;ENST00000274368;;ENSG00000145708;P24387
KDELR1;ENST00000330720;P24390-1;ENSG00000105438;P24390
KDELR1;ENST00000597017;P24390-2;ENSG00000105438;P24390
IL4R;ENST00000543915;P24394-1;ENSG00000077238;P24394
IL4R;ENST00000395762;P24394-1;ENSG00000077238;P24394
IL4R;ENST00000170630;P24394-3;ENSG00000077238;P24394
CYP3A7;ENST00000336374;P24462-1;ENSG00000160870;P24462
NR2F2;ENST00000421109;P24468-2;ENSG00000185551;P24468
NR2F2;ENST00000394166;P24468-1;ENSG00000185551;P24468
NR2F2;ENST00000453270;P24468-3;ENSG00000185551;P24468
NR2F2;ENST00000394171;P24468-3;ENSG00000185551;P24468
GADD45A;ENST00000370985;P24522-2;ENSG00000116717;P24522
GADD45A;ENST00000370986;P24522-1;ENSG00000116717;P24522
EDNRB;ENST00000377211;P24530-3;ENSG00000136160;P24530
EDNRB;ENST00000646948;P24530-1;ENSG00000136160;P24530
EDNRB;ENST00000646607;P24530-1;ENSG00000136160;P24530
EDNRB;ENST00000646605;P24530-1;ENSG00000136160;P24530
EDNRB;ENST00000626030;P24530-2;ENSG00000136160;P24530
EDNRB;ENST00000475537;P24530-1;ENSG00000136160;P24530
EEF1B2;ENST00000635728;;ENSG00000283391;P24534
EEF1B2;ENST00000636275;;ENSG00000283391;P24534
EEF1B2;ENST00000236957;;ENSG00000114942;P24534
EEF1B2;ENST00000392222;;ENSG00000114942;P24534
ATP5PB;ENST00000369722;;ENSG00000116459;P24539
TBXAS1;ENST00000425687;P24557-2;ENSG00000059377;P24557
TBXAS1;ENST00000336425;P24557-1;ENSG00000059377;P24557
TBXAS1;ENST00000458722;P24557-3;ENSG00000059377;P24557
TBXAS1;ENST00000448866;P24557-1;ENSG00000059377;P24557
TBXAS1;ENST00000411653;P24557-4;ENSG00000059377;P24557
AKAP5;ENST00000394718;;ENSG00000179841;P24588
AKAP5;ENST00000320636;;ENSG00000179841;P24588
IGFBP6;ENST00000301464;;ENSG00000167779;P24592
IGFBP5;ENST00000233813;;ENSG00000115461;P24593
ACP1;ENST00000407983;P24666-4;ENSG00000143727;P24666
ACP1;ENST00000272065;P24666-1;ENSG00000143727;P24666
ACP1;ENST00000272067;P24666-2;ENSG00000143727;P24666
PRKCH;ENST00000332981;P24723-1;ENSG00000027075;P24723
PRKCH;ENST00000555082;P24723-2;ENSG00000027075;P24723
ACAT1;ENST00000299355;P24752-2;ENSG00000075239;P24752
ACAT1;ENST00000265838;P24752-1;ENSG00000075239;P24752
TNC;ENST00000350763;P24821-1;ENSG00000041982;P24821
TNC;ENST00000537320;P24821-6;ENSG00000041982;P24821
MYL9;ENST00000346786;P24844-2;ENSG00000101335;P24844
MYL9;ENST00000279022;P24844-1;ENSG00000101335;P24844
DNASE1;ENST00000407479;P24855-1;ENSG00000213918;P24855
DNASE1;ENST00000246949;P24855-1;ENSG00000213918;P24855
CCNC;ENST00000520429;P24863-1;ENSG00000112237;P24863
CCNC;ENST00000523799;P24863-2;ENSG00000112237;P24863
CCNC;ENST00000523985;P24863-2;ENSG00000112237;P24863
CCNE1;ENST00000262643;P24864-1;ENSG00000105173;P24864
CCNE1;ENST00000444983;P24864-3;ENSG00000105173;P24864
CYP2F1;ENST00000331105;P24903-1;ENSG00000197446;P24903
CDK2;ENST00000266970;P24941-1;ENSG00000123374;P24941
CDK2;ENST00000354056;P24941-2;ENSG00000123374;P24941
HRH2;ENST00000377291;P25021-2;ENSG00000113749;P25021
CXCR1;ENST00000295683;;ENSG00000163464;P25024
CXCR2;ENST00000318507;;ENSG00000180871;P25025
APC;ENST00000257430;P25054-1;ENSG00000134982;P25054
APC;ENST00000508376;P25054-1;ENSG00000134982;P25054
CD24;ENST00000619133;P25063-1;ENSG00000272398;P25063
CD24;ENST00000622315;P25063-2;ENSG00000272398;P25063
CD24;ENST00000610952;P25063-1;ENSG00000272398;P25063
CD24;ENST00000606017;P25063-1;ENSG00000272398;P25063
COL8A2;ENST00000397799;;ENSG00000171812;P25067
COL8A2;ENST00000303143;;ENSG00000171812;P25067
FPR3;ENST00000339223;;ENSG00000187474;P25089
FPR3;ENST00000595991;;ENSG00000187474;P25089
FPR2;ENST00000340023;;ENSG00000171049;P25090
FPR2;ENST00000598953;;ENSG00000171049;P25090
FPR2;ENST00000598776;;ENSG00000171049;P25090
GUCY2C;ENST00000261170;;ENSG00000070019;P25092
GRK2;ENST00000308595;;ENSG00000173020;P25098
ADRA1D;ENST00000379453;;ENSG00000171873;P25100
EDNRA;ENST00000511804;P25101-5;ENSG00000151617;P25101
EDNRA;ENST00000648866;P25101-5;ENSG00000151617;P25101
EDNRA;ENST00000506066;P25101-4;ENSG00000151617;P25101
EDNRA;ENST00000651419;P25101-1;ENSG00000151617;P25101
EDNRA;ENST00000324300;P25101-1;ENSG00000151617;P25101
EDNRA;ENST00000358556;P25101-4;ENSG00000151617;P25101
TACR1;ENST00000305249;P25103-1;ENSG00000115353;P25103
TACR1;ENST00000409848;P25103-3;ENSG00000115353;P25103
PTAFR;ENST00000373857;;ENSG00000169403;P25105
PTAFR;ENST00000305392;;ENSG00000169403;P25105
PTAFR;ENST00000539896;;ENSG00000169403;P25105
ACKR3;ENST00000272928;;ENSG00000144476;P25106
F2R;ENST00000319211;;ENSG00000181104;P25116
MPZ;ENST00000533357;P25189-1;ENSG00000158887;P25189
MCM3;ENST00000616552;P25205-2;ENSG00000112118;P25205
MCM3;ENST00000596288;P25205-1;ENSG00000112118;P25205
NFYB;ENST00000240055;;ENSG00000120837;P25208
NFYB;ENST00000551727;;ENSG00000120837;P25208
AZGP1;ENST00000292401;;ENSG00000160862;P25311
MPST;ENST00000401419;P25325-1;ENSG00000128309;P25325
MPST;ENST00000404802;P25325-1;ENSG00000128309;P25325
MPST;ENST00000429360;P25325-2;ENSG00000128309;P25325
MPST;ENST00000341116;P25325-1;ENSG00000128309;P25325
MPST;ENST00000397225;P25325-1;ENSG00000128309;P25325
LAMA1;ENST00000389658;;ENSG00000101680;P25391
RPS12;ENST00000230050;;ENSG00000112306;P25398
BRD2;ENST00000414731;;ENSG00000234704;P25440
BRD2;ENST00000449118;;ENSG00000234704;P25440
BRD2;ENST00000438194;P25440-1;ENSG00000234507;P25440
BRD2;ENST00000383108;P25440-1;ENSG00000234507;P25440
BRD2;ENST00000442863;P25440-2;ENSG00000234507;P25440
BRD2;ENST00000448067;P25440-2;ENSG00000235307;P25440
BRD2;ENST00000436979;P25440-3;ENSG00000235307;P25440
BRD2;ENST00000549126;P25440-1;ENSG00000235307;P25440
BRD2;ENST00000552587;P25440-1;ENSG00000235307;P25440
BRD2;ENST00000399529;P25440-1;ENSG00000215077;P25440
BRD2;ENST00000399528;P25440-1;ENSG00000215077;P25440
BRD2;ENST00000399527;P25440-2;ENSG00000215077;P25440
BRD2;ENST00000374825;P25440-1;ENSG00000204256;P25440
BRD2;ENST00000449085;P25440-1;ENSG00000204256;P25440
BRD2;ENST00000678250;P25440-1;ENSG00000204256;P25440
BRD2;ENST00000374831;P25440-1;ENSG00000204256;P25440
BRD2;ENST00000395287;P25440-2;ENSG00000204256;P25440
FAS;ENST00000357339;P25445-6;ENSG00000026103;P25445
FAS;ENST00000652046;P25445-1;ENSG00000026103;P25445
FAS;ENST00000494410;P25445-4;ENSG00000026103;P25445
FAS;ENST00000355279;P25445-7;ENSG00000026103;P25445
YY1;ENST00000262238;;ENSG00000100811;P25490
DNAJB1;ENST00000254322;P25685-1;ENSG00000132002;P25685
DNAJB1;ENST00000596853;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000678009;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000596075;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000594099;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000676515;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000598692;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000598235;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000677762;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000677204;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000601533;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000679223;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000676982;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000678098;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000396969;P25685-2;ENSG00000132002;P25685
DNAJB1;ENST00000595992;P25685-2;ENSG00000132002;P25685
DNAJB2;ENST00000392086;P25686-2;ENSG00000135924;P25686
DNAJB2;ENST00000336576;P25686-3;ENSG00000135924;P25686
ATP5F1A;ENST00000398752;P25705-1;ENSG00000152234;P25705
ATP5F1A;ENST00000593152;P25705-2;ENSG00000152234;P25705
ATP5F1A;ENST00000282050;P25705-1;ENSG00000152234;P25705
ATP5F1A;ENST00000590665;P25705-3;ENSG00000152234;P25705
MT3;ENST00000200691;;ENSG00000087250;P25713
CTSS;ENST00000680288;P25774-2;ENSG00000163131;P25774
CTSS;ENST00000368985;P25774-1;ENSG00000163131;P25774
PSMA1;ENST00000396394;P25786-1;ENSG00000129084;P25786
PSMA1;ENST00000418988;P25786-2;ENSG00000129084;P25786
PSMA2;ENST00000223321;;ENSG00000106588;P25787
PSMA3;ENST00000216455;P25788-1;ENSG00000100567;P25788
PSMA3;ENST00000412908;P25788-2;ENSG00000100567;P25788
PSMA4;ENST00000044462;P25789-1;ENSG00000041357;P25789
PSMA4;ENST00000559082;P25789-1;ENSG00000041357;P25789
PSMA4;ENST00000413382;P25789-2;ENSG00000041357;P25789
LMO2;ENST00000395833;P25791-1;ENSG00000135363;P25791
LMO2;ENST00000257818;P25791-3;ENSG00000135363;P25791
LMO1;ENST00000335790;P25800-1;ENSG00000166407;P25800
LMO1;ENST00000428101;P25800-2;ENSG00000166407;P25800
S100P;ENST00000296370;;ENSG00000163993;P25815
UCP1;ENST00000262999;;ENSG00000109424;P25874
NPY1R;ENST00000296533;;ENSG00000164128;P25929
COL5A3;ENST00000264828;;ENSG00000080573;P25940
CD40;ENST00000372285;P25942-1;ENSG00000101017;P25942
CD40;ENST00000372276;P25942-2;ENSG00000101017;P25942
NFKBIA;ENST00000216797;;ENSG00000100906;P25963
ITGA3;ENST00000320031;P26006-2;ENSG00000005884;P26006
ITGA3;ENST00000007722;P26006-1;ENSG00000005884;P26006
ITGB7;ENST00000267082;P26010-1;ENSG00000139626;P26010
ITGB7;ENST00000422257;P26010-1;ENSG00000139626;P26010
ITGB7;ENST00000550743;P26010-2;ENSG00000139626;P26010
ITGB8;ENST00000537992;P26012-2;ENSG00000105855;P26012
ITGB8;ENST00000222573;P26012-1;ENSG00000105855;P26012
PTX3;ENST00000295927;;ENSG00000163661;P26022
MSN;ENST00000360270;;ENSG00000147065;P26038
PTPN3;ENST00000374541;P26045-1;ENSG00000070159;P26045
PTPN3;ENST00000412145;P26045-2;ENSG00000070159;P26045
PTPN3;ENST00000446349;P26045-3;ENSG00000070159;P26045
DDX6;ENST00000534980;;ENSG00000110367;P26196
DDX6;ENST00000526070;;ENSG00000110367;P26196
DDX6;ENST00000620157;;ENSG00000110367;P26196
CTNNA2;ENST00000466387;P26232-2;ENSG00000066032;P26232
CTNNA2;ENST00000496558;P26232-2;ENSG00000066032;P26232
CTNNA2;ENST00000402739;P26232-1;ENSG00000066032;P26232
CTNNA2;ENST00000629316;P26232-3;ENSG00000066032;P26232
CTNNA2;ENST00000541047;P26232-4;ENSG00000066032;P26232
CTNNA2;ENST00000343114;P26232-6;ENSG00000066032;P26232
DNMT1;ENST00000359526;P26358-2;ENSG00000130816;P26358
DNMT1;ENST00000340748;P26358-1;ENSG00000130816;P26358
PAX6;ENST00000606377;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000419022;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000643871;P26367-1;ENSG00000007372;P26367
PAX6;ENST00000638914;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000640610;P26367-1;ENSG00000007372;P26367
PAX6;ENST00000379132;P26367-1;ENSG00000007372;P26367
PAX6;ENST00000379109;P26367-1;ENSG00000007372;P26367
PAX6;ENST00000379129;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000639916;P26367-1;ENSG00000007372;P26367
PAX6;ENST00000640368;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000379107;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000639409;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000640975;P26367-2;ENSG00000007372;P26367
PAX6;ENST00000241001;P26367-1;ENSG00000007372;P26367
PAX6;ENST00000640287;P26367-1;ENSG00000007372;P26367
U2AF2;ENST00000450554;P26368-2;ENSG00000063244;P26368
U2AF2;ENST00000308924;P26368-1;ENSG00000063244;P26368
KRTAP5-9;ENST00000528743;;ENSG00000254997;P26371
RPL13;ENST00000311528;P26373-1;ENSG00000167526;P26373
RPL13;ENST00000567815;P26373-1;ENSG00000167526;P26373
RPL13;ENST00000452368;P26373-2;ENSG00000167526;P26373
RPL13;ENST00000393099;P26373-1;ENSG00000167526;P26373
CHML;ENST00000366553;;ENSG00000203668;P26374
ELAVL4;ENST00000448907;P26378-5;ENSG00000162374;P26378
ELAVL4;ENST00000371827;P26378-4;ENSG00000162374;P26378
ELAVL4;ENST00000371824;P26378-2;ENSG00000162374;P26378
ELAVL4;ENST00000371823;P26378-1;ENSG00000162374;P26378
ELAVL4;ENST00000371821;P26378-6;ENSG00000162374;P26378
ACRV1;ENST00000533904;P26436-1;ENSG00000134940;P26436
ACRV1;ENST00000315608;P26436-2;ENSG00000134940;P26436
ACRV1;ENST00000530048;P26436-3;ENSG00000134940;P26436
ACRV1;ENST00000527795;P26436-4;ENSG00000134940;P26436
HSD3B2;ENST00000369416;P26439-1;ENSG00000203859;P26439
HSD3B2;ENST00000543831;P26439-1;ENSG00000203859;P26439
IVD;ENST00000650656;P26440-2;ENSG00000128928;P26440
IVD;ENST00000651168;P26440-1;ENSG00000128928;P26440
CNTF;ENST00000361987;;ENSG00000242689;P26441
S100A4;ENST00000368715;;ENSG00000196154;P26447
S100A4;ENST00000354332;;ENSG00000196154;P26447
S100A4;ENST00000368716;;ENSG00000196154;P26447
S100A4;ENST00000368714;;ENSG00000196154;P26447
MGAT1;ENST00000333055;;ENSG00000131446;P26572
MGAT1;ENST00000307826;;ENSG00000131446;P26572
MGAT1;ENST00000446023;;ENSG00000131446;P26572
MGAT1;ENST00000427865;;ENSG00000131446;P26572
MGAT1;ENST00000393340;;ENSG00000131446;P26572
HMGB2;ENST00000296503;;ENSG00000164104;P26583
HMGB2;ENST00000438704;;ENSG00000164104;P26583
HMGB2;ENST00000446922;;ENSG00000164104;P26583
PTBP1;ENST00000349038;P26599-1;ENSG00000011304;P26599
PTBP1;ENST00000356948;P26599-3;ENSG00000011304;P26599
PTBP1;ENST00000394601;P26599-2;ENSG00000011304;P26599
TARS1;ENST00000502553;P26639-1;ENSG00000113407;P26639
TARS1;ENST00000265112;P26639-1;ENSG00000113407;P26639
TARS1;ENST00000455217;P26639-2;ENSG00000113407;P26639
VARS1;ENST00000211402;P26640-1;ENSG00000096171;P26640
VARS1;ENST00000457796;P26640-1;ENSG00000226589;P26640
VARS1;ENST00000435657;;ENSG00000231116;P26640
VARS1;ENST00000422694;;ENSG00000224264;P26640
VARS1;ENST00000375663;P26640-1;ENSG00000204394;P26640
EEF1G;ENST00000329251;P26641-1;ENSG00000254772;P26641
ZFP36;ENST00000597629;;ENSG00000128016;P26651
PLN;ENST00000357525;;ENSG00000198523;P26678
KLRC1;ENST00000359151;P26715-1;ENSG00000134545;P26715
KLRC1;ENST00000408006;P26715-2;ENSG00000134545;P26715
KLRC1;ENST00000347831;P26715-2;ENSG00000134545;P26715
KLRC1;ENST00000544822;P26715-1;ENSG00000134545;P26715
KLRC2;ENST00000381902;;ENSG00000205809;P26717
KLRK1;ENST00000240618;P26718-1;ENSG00000213809;P26718
KLRK1;ENST00000540818;P26718-1;ENSG00000213809;P26718
CD27;ENST00000266557;;ENSG00000139193;P26842
FKBP2;ENST00000309366;;ENSG00000173486;P26885
FKBP2;ENST00000449942;;ENSG00000173486;P26885
IL3RA;ENST00000331035;P26951-1;ENSG00000185291;P26951
IL3RA;ENST00000381469;P26951-2;ENSG00000185291;P26951
CNTFR;ENST00000351266;;ENSG00000122756;P26992
CNTFR;ENST00000378980;;ENSG00000122756;P26992
CNTFR;ENST00000610543;;ENSG00000122756;P26992
CRYBB3;ENST00000215855;;ENSG00000100053;P26998
ACVR2A;ENST00000535787;P27037-2;ENSG00000121989;P27037
ACVR2A;ENST00000404590;P27037-1;ENSG00000121989;P27037
ACVR2A;ENST00000241416;P27037-1;ENSG00000121989;P27037
STOM;ENST00000286713;P27105-1;ENSG00000148175;P27105
STOM;ENST00000347359;P27105-2;ENSG00000148175;P27105
AK4;ENST00000327299;;ENSG00000162433;P27144
AK4;ENST00000545314;;ENSG00000162433;P27144
AK4;ENST00000395334;;ENSG00000162433;P27144
PON1;ENST00000222381;;ENSG00000005421;P27169
ANXA13;ENST00000262219;P27216-2;ENSG00000104537;P27216
ANXA13;ENST00000419625;P27216-1;ENSG00000104537;P27216
MAOB;ENST00000378069;P27338-1;ENSG00000069535;P27338
YWHAQ;ENST00000238081;;ENSG00000134308;P27348
YWHAQ;ENST00000381844;;ENSG00000134308;P27348
CBLIF;ENST00000257248;P27352-1;ENSG00000134812;P27352
MAPK3;ENST00000263025;P27361-1;ENSG00000102882;P27361
MAPK3;ENST00000322266;P27361-2;ENSG00000102882;P27361
MAPK3;ENST00000395202;P27361-2;ENSG00000102882;P27361
MAPK3;ENST00000395199;P27361-3;ENSG00000102882;P27361
MARK3;ENST00000440884;P27448-8;ENSG00000075413;P27448
MARK3;ENST00000429436;P27448-5;ENSG00000075413;P27448
MARK3;ENST00000416682;P27448-2;ENSG00000075413;P27448
MARK3;ENST00000303622;P27448-3;ENSG00000075413;P27448
MARK3;ENST00000216288;P27448-6;ENSG00000075413;P27448
MARK3;ENST00000553942;P27448-4;ENSG00000075413;P27448
ATP6V0C;ENST00000330398;;ENSG00000185883;P27449
G0S2;ENST00000367029;;ENSG00000123689;P27469
CALML3;ENST00000315238;;ENSG00000178363;P27482
DPP4;ENST00000360534;;ENSG00000197635;P27487
GDF1;ENST00000247005;;ENSG00000130283;P27539
ARNT;ENST00000358595;P27540-1;ENSG00000143437;P27540
ARNT;ENST00000354396;P27540-4;ENSG00000143437;P27540
ARNT;ENST00000515192;P27540-3;ENSG00000143437;P27540
ARNT;ENST00000505755;P27540-2;ENSG00000143437;P27540
CERS1;ENST00000623882;P27544-1;ENSG00000223802;P27544
CERS1;ENST00000429504;P27544-2;ENSG00000223802;P27544
RPL10;ENST00000344746;;ENSG00000147403;P27635
RPL10;ENST00000369817;;ENSG00000147403;P27635
COL8A1;ENST00000261037;;ENSG00000144810;P27658
COL8A1;ENST00000652472;;ENSG00000144810;P27658
COL8A1;ENST00000273342;;ENSG00000144810;P27658
RPA1;ENST00000254719;;ENSG00000132383;P27694
APEX1;ENST00000555414;;ENSG00000100823;P27695
APEX1;ENST00000216714;;ENSG00000100823;P27695
APEX1;ENST00000398030;;ENSG00000100823;P27695
CD82;ENST00000227155;P27701-1;ENSG00000085117;P27701
CD82;ENST00000342935;P27701-2;ENSG00000085117;P27701
DCK;ENST00000286648;;ENSG00000156136;P27707
CAD;ENST00000264705;;ENSG00000084774;P27708
CALR;ENST00000316448;;ENSG00000179218;P27797
PDE4A;ENST00000592685;P27815-7;ENSG00000065989;P27815
PDE4A;ENST00000380702;P27815-1;ENSG00000065989;P27815
PDE4A;ENST00000293683;P27815-2;ENSG00000065989;P27815
PDE4A;ENST00000440014;P27815-6;ENSG00000065989;P27815
PDE4A;ENST00000344979;P27815-4;ENSG00000065989;P27815
MAP4;ENST00000395734;P27816-6;ENSG00000047849;P27816
MAP4;ENST00000360240;P27816-1;ENSG00000047849;P27816
MAP4;ENST00000434267;P27816-7;ENSG00000047849;P27816
MAP4;ENST00000439356;P27816-7;ENSG00000047849;P27816
CANX;ENST00000638425;P27824-1;ENSG00000283777;P27824
CANX;ENST00000639938;P27824-1;ENSG00000283777;P27824
CANX;ENST00000638706;P27824-1;ENSG00000283777;P27824
CANX;ENST00000681674;P27824-1;ENSG00000127022;P27824
CANX;ENST00000681712;P27824-1;ENSG00000127022;P27824
CANX;ENST00000681903;P27824-1;ENSG00000127022;P27824
CANX;ENST00000502296;P27824-1;ENSG00000127022;P27824
CANX;ENST00000504734;P27824-1;ENSG00000127022;P27824
CANX;ENST00000452673;P27824-1;ENSG00000127022;P27824
CANX;ENST00000680827;P27824-3;ENSG00000127022;P27824
CANX;ENST00000680042;P27824-1;ENSG00000127022;P27824
CANX;ENST00000681476;P27824-1;ENSG00000127022;P27824
CANX;ENST00000681072;P27824-1;ENSG00000127022;P27824
CANX;ENST00000247461;P27824-1;ENSG00000127022;P27824
CANX;ENST00000513246;P27824-1;ENSG00000127022;P27824
CANX;ENST00000680618;P27824-1;ENSG00000127022;P27824
CANX;ENST00000680092;P27824-1;ENSG00000127022;P27824
CANX;ENST00000506654;P27824-3;ENSG00000127022;P27824
CANX;ENST00000681733;P27824-1;ENSG00000127022;P27824
CANX;ENST00000680006;P27824-3;ENSG00000127022;P27824
CANX;ENST00000680013;P27824-1;ENSG00000127022;P27824
CANX;ENST00000681168;P27824-1;ENSG00000127022;P27824
CANX;ENST00000509563;P27824-1;ENSG00000127022;P27824
CFP;ENST00000396992;;ENSG00000126759;P27918
CFP;ENST00000247153;;ENSG00000126759;P27918
IL1R2;ENST00000332549;P27930-1;ENSG00000115590;P27930
IL1R2;ENST00000393414;P27930-1;ENSG00000115590;P27930
IL1R2;ENST00000441002;P27930-2;ENSG00000115590;P27930
PIK3R1;ENST00000697461;P27986-4;ENSG00000145675;P27986
PIK3R1;ENST00000521657;P27986-1;ENSG00000145675;P27986
PIK3R1;ENST00000521381;P27986-1;ENSG00000145675;P27986
PIK3R1;ENST00000697458;P27986-1;ENSG00000145675;P27986
PIK3R1;ENST00000517643;P27986-1;ENSG00000145675;P27986
PIK3R1;ENST00000320694;P27986-3;ENSG00000145675;P27986
PIK3R1;ENST00000336483;P27986-2;ENSG00000145675;P27986
PIK3R1;ENST00000523872;P27986-5;ENSG00000145675;P27986
PIK3R1;ENST00000697467;P27986-5;ENSG00000145675;P27986
ITPKB;ENST00000272117;P27987-1;ENSG00000143772;P27987
ITPKB;ENST00000429204;P27987-1;ENSG00000143772;P27987
ITPKB;ENST00000366784;P27987-2;ENSG00000143772;P27987
AOAH;ENST00000617537;P28039-1;ENSG00000136250;P28039
AOAH;ENST00000612871;P28039-2;ENSG00000136250;P28039
PSMB8;ENST00000421445;P28062-1;ENSG00000236443;P28062
PSMB8;ENST00000452573;P28062-2;ENSG00000236443;P28062
PSMB8;ENST00000441960;P28062-2;ENSG00000230034;P28062
PSMB8;ENST00000457261;P28062-1;ENSG00000235715;P28062
PSMB8;ENST00000416134;P28062-2;ENSG00000235715;P28062
PSMB8;ENST00000455660;P28062-1;ENSG00000230669;P28062
PSMB8;ENST00000436627;P28062-2;ENSG00000230669;P28062
PSMB8;ENST00000383236;P28062-1;ENSG00000206298;P28062
PSMB8;ENST00000383238;P28062-2;ENSG00000206298;P28062
PSMB8;ENST00000429645;P28062-1;ENSG00000226201;P28062
PSMB8;ENST00000416564;P28062-2;ENSG00000226201;P28062
PSMB8;ENST00000435978;P28062-2;ENSG00000231631;P28062
PSMB8;ENST00000438442;P28062-1;ENSG00000231631;P28062
PSMB8;ENST00000374882;P28062-1;ENSG00000204264;P28062
PSMB8;ENST00000374881;P28062-2;ENSG00000204264;P28062
PSMB9;ENST00000444284;P28065-1;ENSG00000239836;P28065
PSMB9;ENST00000383114;P28065-1;ENSG00000240118;P28065
PSMB9;ENST00000422729;P28065-1;ENSG00000243067;P28065
PSMB9;ENST00000427870;;ENSG00000242711;P28065
PSMB9;ENST00000383234;P28065-1;ENSG00000243594;P28065
PSMB9;ENST00000434471;;ENSG00000243958;P28065
PSMB9;ENST00000453059;;ENSG00000240508;P28065
PSMB9;ENST00000374859;P28065-1;ENSG00000240065;P28065
PSMA5;ENST00000271308;P28066-1;ENSG00000143106;P28066
PSMA5;ENST00000538610;P28066-2;ENSG00000143106;P28066
HLA-DMA;ENST00000452615;;ENSG00000243189;P28067
HLA-DMA;ENST00000452615;;ENSG00000243189;P28067
HLA-DMA;ENST00000453490;;ENSG00000243719;P28067
HLA-DMA;ENST00000453490;;ENSG00000243719;P28067
HLA-DMA;ENST00000434337;;ENSG00000242361;P28067
HLA-DMA;ENST00000434337;;ENSG00000242361;P28067
HLA-DMA;ENST00000450601;;ENSG00000242685;P28067
HLA-DMA;ENST00000450601;;ENSG00000242685;P28067
HLA-DMA;ENST00000441375;;ENSG00000239463;P28067
HLA-DMA;ENST00000441375;;ENSG00000239463;P28067
HLA-DMA;ENST00000383230;;ENSG00000243215;P28067
HLA-DMA;ENST00000383230;;ENSG00000243215;P28067
HLA-DMA;ENST00000374843;;ENSG00000204257;P28067
HLA-DMA;ENST00000374843;;ENSG00000204257;P28067
HLA-DMB;ENST00000424822;;ENSG00000234154;P28068
HLA-DMB;ENST00000440078;;ENSG00000226264;P28068
HLA-DMB;ENST00000428420;;ENSG00000239329;P28068
HLA-DMB;ENST00000395312;;ENSG00000242092;P28068
HLA-DMB;ENST00000383231;;ENSG00000241674;P28068
HLA-DMB;ENST00000450897;;ENSG00000242386;P28068
HLA-DMB;ENST00000412948;;ENSG00000241296;P28068
HLA-DMB;ENST00000418107;;ENSG00000242574;P28068
POU1F1;ENST00000344265;P28069-2;ENSG00000064835;P28069
POU1F1;ENST00000350375;P28069-1;ENSG00000064835;P28069
PSMB4;ENST00000290541;;ENSG00000159377;P28070
PSMB6;ENST00000270586;;ENSG00000142507;P28072
PSMB5;ENST00000361611;P28074-1;ENSG00000100804;P28074
PSMB5;ENST00000493471;P28074-2;ENSG00000100804;P28074
PSMB5;ENST00000425762;P28074-3;ENSG00000100804;P28074
GSTM2;ENST00000442650;P28161-2;ENSG00000213366;P28161
GSTM2;ENST00000460717;P28161-2;ENSG00000213366;P28161
GSTM2;ENST00000241337;P28161-1;ENSG00000213366;P28161
HTR1D;ENST00000374619;;ENSG00000179546;P28221
HTR1B;ENST00000369947;;ENSG00000135312;P28222
HTR2A;ENST00000542664;P28223-1;ENSG00000102468;P28223
ABCD3;ENST00000370214;P28288-1;ENSG00000117528;P28288
ABCD3;ENST00000315713;P28288-3;ENSG00000117528;P28288
TMOD1;ENST00000259365;P28289-1;ENSG00000136842;P28289
TMOD1;ENST00000375175;P28289-2;ENSG00000136842;P28289
TMOD1;ENST00000395211;P28289-1;ENSG00000136842;P28289
ITPRID2;ENST00000431877;P28290-1;ENSG00000138434;P28290
ITPRID2;ENST00000320370;P28290-3;ENSG00000138434;P28290
LOX;ENST00000231004;;ENSG00000113083;P28300
ELK4;ENST00000357992;P28324-1;ENSG00000158711;P28324
